Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-40147,Influencer,Working Women,13,"YouTube, Google",31224,1194,641,467,102273,423.94,-0.48,Tamil,7.37,Premium Shoppers,01-04-2025
NY-CMP-40148,Social Media,Youth,20,Email,76836,9401,3044,1232,250096,179.86,0.13,English,17.8,College Students,20-04-2025
NY-CMP-40149,Paid Ads,Tier 2 City Customers,5,"Facebook, Email, Instagram",46360,2435,1263,764,179540,191.43,0.23,Tamil,9.62,Youth,11-07-2024
NY-CMP-40150,Influencer,Youth,26,Email,18322,393,167,98,51842,2712.28,-0.8,Hindi,3.59,College Students,07-11-2024
NY-CMP-40151,Paid Ads,Youth,25,"YouTube, WhatsApp, Email",52747,4855,1850,1452,794244,154.42,2.54,Tamil,15.46,Tier 2 City Customers,16-01-2025
NY-CMP-40152,Paid Ads,Tier 2 City Customers,10,Instagram,43121,2675,1238,722,501068,139.57,3.97,Tamil,10.75,Tier 2 City Customers,04-10-2024
NY-CMP-40153,Social Media,Working Women,28,Google,54489,7870,2598,1555,895680,123.34,3.67,Tamil,22.07,Youth,02-11-2024
NY-CMP-40154,Email,College Students,28,"Google, Instagram",16032,552,256,155,40300,772.32,-0.66,English,6.01,College Students,29-07-2024
NY-CMP-40155,Social Media,Youth,13,Google,14172,1343,628,325,108225,778.24,-0.57,Hindi,16.2,Working Women,02-08-2024
NY-CMP-40156,SEO,Youth,12,"YouTube, Google",53462,2076,1023,510,107100,190.07,0.1,Tamil,6.75,Premium Shoppers,27-02-2025
NY-CMP-40157,SEO,Tier 2 City Customers,22,Facebook,96245,13141,7783,4631,2556312,20.12,26.44,Bengali,26.55,Tier 2 City Customers,22-01-2025
NY-CMP-40158,Social Media,College Students,25,"Google, Facebook, YouTube",57197,2899,1016,440,295680,168.17,3,English,7.61,Youth,28-07-2024
NY-CMP-40159,Email,Premium Shoppers,13,"YouTube, WhatsApp, Instagram",78919,5341,2526,1019,369897,259.1,0.4,Bengali,11.26,Premium Shoppers,15-03-2025
NY-CMP-40160,SEO,College Students,22,"Email, YouTube, Google",26223,2410,739,384,206592,598.8,-0.1,Bengali,13.47,Tier 2 City Customers,14-11-2024
NY-CMP-40161,SEO,Tier 2 City Customers,30,"Email, Google",27196,3361,976,678,456294,147.8,3.55,Bengali,18.44,Premium Shoppers,10-01-2025
NY-CMP-40162,Email,Working Women,30,"Instagram, YouTube, Google",68016,8821,2049,1423,628966,64.99,5.8,Hindi,18.07,Working Women,07-09-2024
NY-CMP-40163,SEO,Tier 2 City Customers,13,"WhatsApp, Email, YouTube",18598,2275,1318,1000,468000,272.7,0.72,Bengali,24.7,Premium Shoppers,12-06-2025
NY-CMP-40164,Social Media,Working Women,21,"Email, Instagram",76401,7272,2943,1003,676022,283,1.38,Bengali,14.68,College Students,08-06-2025
NY-CMP-40165,Email,Tier 2 City Customers,18,Facebook,66125,7999,3725,2497,1211045,93.6,4.18,English,21.51,College Students,27-10-2024
NY-CMP-40166,Social Media,Working Women,8,Instagram,23933,2954,1531,1050,785400,114.56,5.53,Hindi,23.13,Tier 2 City Customers,10-09-2024
NY-CMP-40167,SEO,Working Women,9,"Facebook, Email, YouTube",82705,10627,2225,819,182637,218.18,0.02,Bengali,16.53,Tier 2 City Customers,11-05-2025
NY-CMP-40168,SEO,Working Women,7,"YouTube, Google, Instagram",76260,6664,1862,718,165858,212.31,0.09,English,12.12,College Students,04-08-2024
NY-CMP-40169,SEO,Premium Shoppers,28,"WhatsApp, YouTube",57584,1358,647,370,219780,300.64,0.98,Bengali,4.12,College Students,29-03-2025
NY-CMP-40170,SEO,Youth,21,"Email, Instagram, YouTube",99090,11291,4254,3073,1127791,66.25,4.54,English,18.79,Premium Shoppers,28-01-2025
NY-CMP-40171,Paid Ads,Working Women,9,"Email, Facebook",47224,1918,749,360,281160,758.61,0.03,Bengali,6.41,Working Women,15-12-2024
NY-CMP-40172,Influencer,Working Women,30,Facebook,32002,2559,903,403,181753,496.52,-0.09,Bengali,12.08,Tier 2 City Customers,22-02-2025
NY-CMP-40173,Email,Tier 2 City Customers,14,"Email, Facebook",92650,4875,2809,1479,755769,78.4,5.52,English,9.89,Working Women,27-04-2025
NY-CMP-40174,Paid Ads,Tier 2 City Customers,28,Email,42318,6204,1966,925,219225,99.62,1.38,Hindi,21.49,Youth,01-07-2024
NY-CMP-40175,Social Media,Premium Shoppers,23,YouTube,61438,3393,1596,547,271312,284.05,0.75,Tamil,9.01,College Students,24-01-2025
NY-CMP-40176,Email,Tier 2 City Customers,7,"Instagram, Google",22882,587,152,117,45162,1612.12,-0.76,Tamil,3.74,Premium Shoppers,01-11-2024
NY-CMP-40177,SEO,College Students,9,"Email, Facebook",81129,6782,2578,1745,615985,166.82,1.12,English,13.69,College Students,19-05-2025
NY-CMP-40178,Influencer,Premium Shoppers,25,"Email, YouTube",56178,7286,3135,1471,1140025,53.05,13.61,Bengali,21.17,Youth,17-09-2024
NY-CMP-40179,Email,Working Women,13,YouTube,60024,1802,424,266,205618,837.01,-0.08,Tamil,4.15,Tier 2 City Customers,29-11-2024
NY-CMP-40180,Email,Premium Shoppers,11,YouTube,70757,1958,647,410,104550,663.62,-0.62,Hindi,4.26,Youth,08-01-2025
NY-CMP-40181,Email,Premium Shoppers,7,"Facebook, Email, Google",75203,8837,2291,701,199084,88.47,2.21,Bengali,15.73,Tier 2 City Customers,16-05-2025
NY-CMP-40182,Paid Ads,Tier 2 City Customers,24,"Instagram, Email, Google",58680,6258,3447,1964,408512,64.72,2.21,Tamil,19.89,Youth,09-01-2025
NY-CMP-40183,SEO,Tier 2 City Customers,22,Instagram,29423,4258,1396,1112,702784,87.62,6.21,Tamil,23,Premium Shoppers,12-10-2024
NY-CMP-40184,Influencer,Premium Shoppers,6,"Google, Instagram, Email",90295,6912,2387,1057,647941,104.7,4.85,Bengali,11.47,Premium Shoppers,14-05-2025
NY-CMP-40185,Influencer,Working Women,5,"WhatsApp, YouTube, Email",44275,3179,1782,996,687240,157.54,3.38,Hindi,13.45,Youth,10-08-2024
NY-CMP-40186,Social Media,Tier 2 City Customers,17,Email,93073,12667,4732,3391,1417438,87.26,3.79,English,22.34,Working Women,09-06-2025
NY-CMP-40187,Paid Ads,Tier 2 City Customers,10,"Google, Instagram",54869,1220,705,456,153672,401.29,-0.16,Bengali,4.34,Premium Shoppers,15-01-2025
NY-CMP-40188,Influencer,Tier 2 City Customers,9,Email,75081,3149,947,613,319986,331,0.58,Bengali,6.27,College Students,16-08-2024
NY-CMP-40189,SEO,College Students,9,"Email, YouTube, WhatsApp",95768,6956,1971,805,378350,147.05,2.2,Tamil,10.16,Youth,08-05-2025
NY-CMP-40190,SEO,Tier 2 City Customers,20,"Email, YouTube, Facebook",88675,10696,2498,1768,914056,80.51,5.42,English,16.87,Premium Shoppers,19-02-2025
NY-CMP-40191,Social Media,Tier 2 City Customers,17,"YouTube, Instagram",24545,2285,1277,927,620163,168.05,2.98,Tamil,18.29,Youth,25-10-2024
NY-CMP-40192,Social Media,College Students,23,"YouTube, Facebook",22342,688,194,77,17248,1054.31,-0.79,Bengali,4.29,Premium Shoppers,03-05-2025
NY-CMP-40193,Social Media,College Students,26,YouTube,86042,10749,5488,2488,930512,96.13,2.89,Bengali,21.76,Tier 2 City Customers,06-01-2025
NY-CMP-40194,SEO,College Students,21,Instagram,69532,8677,3762,2692,1881708,48.61,13.38,Bengali,21.76,Youth,03-03-2025
NY-CMP-40195,Email,College Students,16,Email,41880,6113,2156,1258,354756,45.3,5.22,Tamil,22.75,Tier 2 City Customers,16-12-2024
NY-CMP-40196,Influencer,Tier 2 City Customers,9,Instagram,89485,2782,1390,499,180638,108.15,2.35,English,5.22,Working Women,12-01-2025
NY-CMP-40197,Email,Premium Shoppers,8,"Google, Email, Instagram",64226,8082,4073,3022,658796,47.23,3.62,English,23.63,Youth,19-04-2025
NY-CMP-40198,Paid Ads,College Students,19,"YouTube, Email",63365,4349,1152,633,474117,377.06,0.99,Bengali,9.68,Tier 2 City Customers,14-12-2024
NY-CMP-40199,Social Media,College Students,11,"WhatsApp, Facebook",21811,1708,584,382,294140,620.99,0.24,Hindi,12.26,Working Women,07-04-2025
NY-CMP-40200,Social Media,Youth,16,Email,23967,3135,1779,869,281556,79.43,3.08,Bengali,24.13,Working Women,12-05-2025
NY-CMP-40201,SEO,College Students,17,Google,81904,11180,4350,1494,564732,84.41,3.48,Bengali,20.79,Youth,02-08-2024
NY-CMP-40202,Social Media,Premium Shoppers,11,WhatsApp,38414,2118,882,534,387150,155.75,3.65,Hindi,9.2,Premium Shoppers,15-08-2024
NY-CMP-40203,SEO,Premium Shoppers,20,"WhatsApp, Facebook",23274,1521,328,190,56430,1137.84,-0.74,Tamil,8.76,Youth,03-04-2025
NY-CMP-40204,SEO,Premium Shoppers,15,"WhatsApp, Facebook",11989,922,526,266,53998,940.75,-0.78,Hindi,14.3,Youth,17-08-2024
NY-CMP-40205,Paid Ads,Tier 2 City Customers,23,WhatsApp,33459,2479,701,351,185679,409.72,0.29,Hindi,10.55,Tier 2 City Customers,23-07-2024
NY-CMP-40206,Social Media,College Students,25,"Email, Google, Facebook",51509,2483,1095,610,357460,95.71,5.12,English,8.13,Premium Shoppers,09-04-2025
NY-CMP-40207,Influencer,College Students,22,"YouTube, WhatsApp",53074,5209,1400,460,179860,441.18,-0.11,Tamil,13.32,Tier 2 City Customers,10-02-2025
NY-CMP-40208,Influencer,Youth,17,"WhatsApp, Email, Instagram",71931,8221,1872,1095,697515,97.4,5.54,Bengali,15.55,Working Women,14-02-2025
NY-CMP-40209,Paid Ads,Premium Shoppers,10,"Email, Facebook, WhatsApp",20476,1387,690,407,184371,552.23,-0.18,Tamil,12.13,Working Women,07-06-2025
NY-CMP-40210,SEO,Working Women,25,"Instagram, Facebook, WhatsApp",25806,2661,854,574,177940,437.36,-0.29,Tamil,15.85,Tier 2 City Customers,20-03-2025
NY-CMP-40211,SEO,Tier 2 City Customers,23,"Email, Facebook, Google",45326,4589,1838,1211,316071,91.15,1.86,Bengali,16.85,Premium Shoppers,19-02-2025
NY-CMP-40212,Email,Premium Shoppers,12,"Email, Facebook, WhatsApp",54612,4175,2371,1034,434280,212.46,0.98,English,13.88,Youth,15-10-2024
NY-CMP-40213,Social Media,Youth,5,"Google, Email, Facebook",79032,8905,3260,1185,900600,245.56,2.09,Bengali,16.89,College Students,12-12-2024
NY-CMP-40214,Influencer,College Students,18,"YouTube, Email, Instagram",40503,1439,637,217,88102,451.01,-0.1,English,5.66,Premium Shoppers,20-01-2025
NY-CMP-40215,Email,Youth,14,Facebook,22401,2282,920,705,411015,315.1,0.85,Tamil,17.44,Premium Shoppers,13-09-2024
NY-CMP-40216,Influencer,Youth,15,"YouTube, Instagram, WhatsApp",72169,6490,2829,1165,579005,156.61,2.17,Hindi,14.53,Youth,04-07-2024
NY-CMP-40217,Paid Ads,Premium Shoppers,18,"Google, Instagram, WhatsApp",49811,1043,575,281,110433,874.22,-0.55,Tamil,3.81,Premium Shoppers,26-02-2025
NY-CMP-40218,Email,Tier 2 City Customers,26,"Google, Instagram",67932,7727,2068,1487,1043874,201.44,2.48,Tamil,16.61,Premium Shoppers,15-01-2025
NY-CMP-40219,Paid Ads,Tier 2 City Customers,27,YouTube,17627,1845,543,309,83430,595.59,-0.55,Tamil,15.3,Premium Shoppers,31-12-2024
NY-CMP-40220,Social Media,Tier 2 City Customers,26,"Email, WhatsApp, Instagram",53874,7872,3110,2195,1152375,95.38,4.5,Bengali,24.46,Working Women,21-12-2024
NY-CMP-40221,SEO,Premium Shoppers,12,WhatsApp,14100,936,322,141,75435,921.75,-0.42,Tamil,9.92,Tier 2 City Customers,08-03-2025
NY-CMP-40222,SEO,Premium Shoppers,11,"Facebook, Google, Email",62226,7073,3850,2302,1254590,43.24,11.6,Tamil,21.25,Working Women,07-11-2024
NY-CMP-40223,Influencer,Premium Shoppers,19,"Facebook, WhatsApp, YouTube",35939,1443,729,570,418950,145.42,4.05,Bengali,7.63,College Students,07-03-2025
NY-CMP-40224,Email,Youth,12,"Facebook, YouTube, WhatsApp",68778,8190,3233,1751,1097877,114.73,4.47,Hindi,19.15,Working Women,15-12-2024
NY-CMP-40225,Email,Youth,23,"Google, WhatsApp",60986,1663,866,548,308524,211.78,1.66,Tamil,5.05,College Students,12-01-2025
NY-CMP-40226,Social Media,College Students,8,Facebook,28472,1154,252,199,158006,610.24,0.3,Tamil,5.64,College Students,17-09-2024
NY-CMP-40227,SEO,Tier 2 City Customers,28,"Facebook, YouTube",93256,3460,724,391,98532,423.42,-0.4,Hindi,4.91,Youth,31-10-2024
NY-CMP-40228,Email,Tier 2 City Customers,11,"Email, WhatsApp",61115,3025,1066,613,259912,220.23,0.93,Tamil,7.7,Tier 2 City Customers,12-12-2024
NY-CMP-40229,Influencer,Premium Shoppers,20,"WhatsApp, Instagram, Facebook",71989,2609,952,607,459499,469.19,0.61,Hindi,5.79,Youth,05-12-2024
NY-CMP-40230,Email,Working Women,20,Facebook,30083,4081,1803,1323,1018710,117.38,5.56,Tamil,23.96,Premium Shoppers,27-02-2025
NY-CMP-40231,Paid Ads,Tier 2 City Customers,12,"YouTube, Instagram",58192,1416,407,300,141300,332.91,0.41,Bengali,3.65,Premium Shoppers,19-03-2025
NY-CMP-40232,Email,Premium Shoppers,21,YouTube,98021,14518,3446,2304,1294848,96.76,4.81,Tamil,20.68,Premium Shoppers,22-04-2025
NY-CMP-40233,Paid Ads,Tier 2 City Customers,27,Email,71370,5020,2816,1962,1234098,85.11,6.39,Tamil,13.73,Youth,02-08-2024
NY-CMP-40234,Social Media,College Students,8,"Facebook, Email, WhatsApp",24479,1660,492,337,221746,684.52,-0.04,Bengali,10.17,Premium Shoppers,04-08-2024
NY-CMP-40235,Paid Ads,College Students,12,"Email, Facebook, WhatsApp",72861,5070,1959,937,504106,73.65,6.31,Bengali,10.93,Working Women,08-02-2025
NY-CMP-40236,Email,College Students,19,Facebook,96600,4324,941,443,147962,432.19,-0.23,English,5.91,College Students,12-12-2024
NY-CMP-40237,Influencer,College Students,24,"Google, Instagram, Facebook",58907,2944,1337,498,113046,149.99,0.51,Hindi,8.11,Working Women,07-05-2025
NY-CMP-40238,Influencer,College Students,24,Facebook,26969,3750,1019,591,358737,420.16,0.44,English,19.87,College Students,02-07-2024
NY-CMP-40239,SEO,College Students,10,Email,90378,6973,4153,3015,2137635,25.13,27.21,English,15.65,Premium Shoppers,24-09-2024
NY-CMP-40240,Social Media,Premium Shoppers,11,"Facebook, WhatsApp, Email",76667,11314,3298,1448,729792,110.36,3.57,Tamil,20.95,Youth,05-04-2025
NY-CMP-40241,Social Media,College Students,5,Email,60695,1225,723,348,271092,556.8,0.4,English,3.78,Tier 2 City Customers,01-06-2025
NY-CMP-40242,Social Media,Tier 2 City Customers,22,"Google, Facebook",47409,3088,644,261,132849,640.6,-0.21,English,8.42,College Students,17-01-2025
NY-CMP-40243,Email,Premium Shoppers,18,WhatsApp,85197,7262,3366,2224,891824,71.82,4.58,Tamil,15.09,Working Women,16-04-2025
NY-CMP-40244,Influencer,Working Women,29,"Facebook, Instagram, Google",96541,14298,5326,1703,611377,103.56,2.47,English,22.09,Youth,17-10-2024
NY-CMP-40245,Paid Ads,Working Women,25,Google,63880,3771,2174,1715,715155,88.37,3.72,Bengali,11.99,Youth,19-05-2025
NY-CMP-40246,Influencer,Tier 2 City Customers,5,Instagram,34220,1810,848,644,468188,182.6,2.98,English,9.65,Working Women,12-09-2024
NY-CMP-40247,Influencer,Youth,20,"Email, Instagram, YouTube",82526,5042,2720,931,632149,64.25,9.57,Tamil,10.53,College Students,24-08-2024
NY-CMP-40248,Social Media,Working Women,24,"WhatsApp, YouTube, Facebook",61325,2667,1127,779,523488,297.58,1.26,Tamil,7.46,Working Women,07-03-2025
NY-CMP-40249,Email,Working Women,12,YouTube,86092,11827,2892,1904,957712,66.6,6.55,Tamil,19.31,Tier 2 City Customers,09-05-2025
NY-CMP-40250,Influencer,Tier 2 City Customers,25,"WhatsApp, Google",14288,1722,501,292,216372,976.07,-0.24,Bengali,17.6,Tier 2 City Customers,23-12-2024
NY-CMP-40251,Paid Ads,Premium Shoppers,16,"Instagram, Facebook",23145,2160,1250,709,306997,271.52,0.59,English,17.8,Youth,04-04-2025
NY-CMP-40252,SEO,Premium Shoppers,29,"Email, Facebook",31762,3155,1865,691,185879,347.56,-0.23,English,17.98,Youth,18-07-2024
NY-CMP-40253,Email,Working Women,24,Email,27757,2914,642,310,124620,315.67,0.27,Bengali,13.93,College Students,23-12-2024
NY-CMP-40254,Social Media,Premium Shoppers,15,"WhatsApp, Email",66715,4697,2416,1335,505965,37.71,9.05,Hindi,12.66,Premium Shoppers,08-08-2024
NY-CMP-40255,Social Media,College Students,12,Facebook,81460,5404,2546,1594,431974,36.73,6.38,Tamil,11.72,Youth,11-10-2024
NY-CMP-40256,Email,Youth,13,"Instagram, YouTube",60849,7804,1900,955,521430,268.42,1.03,English,17.52,Tier 2 City Customers,10-11-2024
NY-CMP-40257,Paid Ads,Youth,19,Google,73891,7374,1842,1019,558412,183.58,1.99,Bengali,13.85,Premium Shoppers,21-09-2024
NY-CMP-40258,Influencer,Premium Shoppers,5,Email,98888,6784,1729,940,485040,310.84,0.66,Bengali,9.56,College Students,28-12-2024
NY-CMP-40259,Social Media,Youth,28,"Google, YouTube",91269,12925,7235,4991,2171085,19.88,20.88,Bengali,27.56,Youth,17-01-2025
NY-CMP-40260,Email,Tier 2 City Customers,25,"Facebook, Google",99909,2608,915,674,345088,309.56,0.65,English,4.2,Youth,27-12-2024
NY-CMP-40261,Influencer,Youth,30,"YouTube, Email",42721,5071,2531,1932,1014300,95.6,4.49,Tamil,22.32,Premium Shoppers,29-11-2024
NY-CMP-40262,Social Media,Working Women,24,"Google, Email, YouTube",26601,674,204,161,57155,1211.84,-0.71,Bengali,3.91,Youth,04-08-2024
NY-CMP-40263,Influencer,Youth,19,"Email, WhatsApp, YouTube",98869,14027,3083,2439,1709739,68.08,9.3,English,19.77,Youth,13-01-2025
NY-CMP-40264,Email,Working Women,6,"YouTube, Google",67312,3755,1885,838,574868,337.21,1.03,Tamil,9.62,Tier 2 City Customers,17-11-2024
NY-CMP-40265,Social Media,Tier 2 City Customers,18,"Google, YouTube, Instagram",19256,1112,300,165,77550,1090.12,-0.57,Hindi,8.19,Premium Shoppers,04-02-2025
NY-CMP-40266,Influencer,Youth,25,"WhatsApp, Instagram",16561,2193,1311,571,192998,413.62,-0.18,English,24.61,Premium Shoppers,15-12-2024
NY-CMP-40267,Email,Working Women,21,YouTube,22948,3440,910,322,134918,873.2,-0.52,Bengali,20.36,Premium Shoppers,26-01-2025
NY-CMP-40268,SEO,Youth,14,"Google, WhatsApp, Facebook",13545,601,140,76,27512,1071.07,-0.66,Tamil,6.03,Youth,02-08-2024
NY-CMP-40269,Influencer,Youth,15,"Instagram, WhatsApp, YouTube",41253,4953,1906,636,152004,373.8,-0.36,English,18.17,Youth,01-10-2024
NY-CMP-40270,Email,Working Women,23,"Facebook, Google",32821,3025,1457,1077,440493,77.75,4.26,Bengali,16.94,Premium Shoppers,26-08-2024
NY-CMP-40271,Paid Ads,Working Women,6,"Instagram, Facebook",77970,5064,2195,1628,569800,179.58,0.95,English,11.4,Premium Shoppers,14-11-2024
NY-CMP-40272,Influencer,College Students,5,"Facebook, YouTube",51078,3203,900,433,188788,663.28,-0.34,English,8.88,Working Women,20-08-2024
NY-CMP-40273,Social Media,Tier 2 City Customers,13,YouTube,95699,11926,5058,4021,1676757,28.51,13.63,Hindi,21.95,Tier 2 City Customers,30-03-2025
NY-CMP-40274,SEO,Premium Shoppers,17,Google,46218,6600,1716,674,292516,426.35,0.02,Bengali,19.45,College Students,08-03-2025
NY-CMP-40275,Influencer,College Students,28,"Instagram, Google, Email",74263,7029,1429,1050,699300,62.3,9.69,Tamil,12.8,Premium Shoppers,19-05-2025
NY-CMP-40276,Paid Ads,Youth,10,Instagram,56891,4761,1075,786,225582,264.51,0.09,Tamil,11.64,Youth,13-11-2024
NY-CMP-40277,Paid Ads,College Students,25,"Google, YouTube, Instagram",59566,2974,620,347,141576,374.98,0.09,Hindi,6.62,Premium Shoppers,04-09-2024
NY-CMP-40278,Email,Tier 2 City Customers,18,"Facebook, WhatsApp, Instagram",42828,1771,943,652,232112,307.54,0.16,Hindi,7.86,Youth,26-10-2024
NY-CMP-40279,Influencer,Premium Shoppers,24,Facebook,24421,2416,1016,649,281017,401.89,0.08,Hindi,16.71,Working Women,16-10-2024
NY-CMP-40280,SEO,Premium Shoppers,27,WhatsApp,83306,6026,1782,1155,721875,249.2,1.51,Bengali,10.76,Working Women,25-12-2024
NY-CMP-40281,Email,Youth,11,Instagram,52503,5312,3138,1402,859426,154.64,2.96,Hindi,18.76,Youth,04-06-2025
NY-CMP-40282,Influencer,Youth,13,"YouTube, Facebook, Email",94420,10300,5623,4182,1342422,50.39,5.37,Hindi,21.29,College Students,20-02-2025
NY-CMP-40283,Paid Ads,Youth,22,Google,93061,9659,3483,2281,1074351,36.08,12.06,English,16.57,Working Women,24-02-2025
NY-CMP-40284,Influencer,Youth,16,"YouTube, Email, Instagram",42308,5578,2452,912,296400,318.24,0.02,English,21.14,Working Women,17-01-2025
NY-CMP-40285,Email,Premium Shoppers,19,"Instagram, Google, Facebook",74484,8162,1849,861,419307,333.25,0.46,Tamil,14.6,College Students,10-07-2024
NY-CMP-40286,Social Media,College Students,14,YouTube,48365,6579,3242,1096,233448,242.59,-0.12,Bengali,22.57,Premium Shoppers,03-09-2024
NY-CMP-40287,SEO,Working Women,20,Google,73089,5494,2999,2356,1434804,69.96,7.7,Hindi,14.84,College Students,03-06-2025
NY-CMP-40288,Paid Ads,Working Women,8,"Instagram, WhatsApp, YouTube",12728,1899,974,721,146363,225.59,-0.1,English,28.24,Youth,14-06-2025
NY-CMP-40289,Social Media,Youth,19,"YouTube, Instagram",16963,1031,246,132,97020,1255.08,-0.41,Bengali,8.31,Premium Shoppers,08-06-2025
NY-CMP-40290,Paid Ads,College Students,11,"WhatsApp, Email",44997,6560,2022,778,229510,164.84,0.79,English,20.8,College Students,30-11-2024
NY-CMP-40291,Influencer,Youth,21,"Google, Email, YouTube",13801,1159,606,206,154500,1384.29,-0.46,Hindi,14.28,Premium Shoppers,20-01-2025
NY-CMP-40292,Social Media,Working Women,10,Facebook,82602,11198,3633,2522,1601470,59.57,9.66,Hindi,21.01,Working Women,03-02-2025
NY-CMP-40293,Influencer,Working Women,17,"Google, Instagram, WhatsApp",98571,10189,2659,936,631800,137.64,3.9,Hindi,13.98,College Students,09-05-2025
NY-CMP-40294,Email,Working Women,8,Instagram,90044,11395,5434,2897,721353,69.14,2.6,Bengali,21.91,College Students,05-12-2024
NY-CMP-40295,Social Media,Premium Shoppers,6,"WhatsApp, YouTube, Google",38138,2852,678,355,225070,423,0.5,English,10.19,College Students,12-05-2025
NY-CMP-40296,Paid Ads,Working Women,23,"Email, Facebook",66364,1484,788,495,360855,531.55,0.37,Bengali,4.17,Working Women,06-09-2024
NY-CMP-40297,SEO,Youth,23,"Google, WhatsApp",50169,4119,833,311,132486,348.4,0.22,Bengali,10.49,Working Women,26-09-2024
NY-CMP-40298,Email,Tier 2 City Customers,19,"Instagram, WhatsApp, Facebook",62279,2041,943,537,339384,286.92,1.2,Tamil,5.65,Youth,10-07-2024
NY-CMP-40299,Paid Ads,Tier 2 City Customers,17,"Facebook, YouTube",52654,3487,1495,655,180780,186.91,0.48,Hindi,10.71,Tier 2 City Customers,22-09-2024
NY-CMP-40300,Social Media,Youth,25,"Instagram, Email, Facebook",89582,4117,1472,616,152768,125.09,0.98,English,6.93,Tier 2 City Customers,09-09-2024
NY-CMP-40301,Social Media,Premium Shoppers,28,Email,17384,2405,823,458,348996,175.21,3.35,Bengali,21.2,Working Women,27-11-2024
NY-CMP-40302,Paid Ads,Youth,18,YouTube,38909,2334,891,428,216568,451.81,0.12,Tamil,9.39,Premium Shoppers,08-07-2024
NY-CMP-40303,Social Media,Premium Shoppers,27,"WhatsApp, Facebook",70086,10379,5969,3271,1422885,89.01,3.89,Hindi,27.99,Tier 2 City Customers,18-09-2024
NY-CMP-40304,Paid Ads,College Students,24,WhatsApp,68335,5087,2628,875,504875,161.15,2.58,Tamil,12.57,Premium Shoppers,23-03-2025
NY-CMP-40305,Email,College Students,19,"Instagram, WhatsApp, Google",52359,5527,3309,2345,694120,92.9,2.19,Bengali,21.35,Tier 2 City Customers,01-04-2025
NY-CMP-40306,Email,Tier 2 City Customers,23,Facebook,17441,1179,396,287,190281,1013.07,-0.35,Tamil,10.68,Premium Shoppers,03-10-2024
NY-CMP-40307,Email,College Students,15,"Email, Facebook",86883,5581,2660,1434,818814,102.9,4.55,Bengali,11.14,Premium Shoppers,22-01-2025
NY-CMP-40308,SEO,Premium Shoppers,29,"Facebook, Instagram",82988,2206,709,271,137126,329.65,0.53,Hindi,3.84,Youth,25-09-2024
NY-CMP-40309,SEO,Tier 2 City Customers,23,WhatsApp,17399,1918,885,368,84640,310.62,-0.26,Hindi,18.23,Working Women,29-09-2024
NY-CMP-40310,Influencer,Working Women,24,"YouTube, Instagram, Email",18835,540,307,206,79310,278.9,0.38,Hindi,5.59,Working Women,21-08-2024
NY-CMP-40311,Email,College Students,14,"Facebook, Google",27598,2012,890,433,200046,548.28,-0.16,Tamil,12.08,Working Women,07-10-2024
NY-CMP-40312,Paid Ads,Premium Shoppers,28,"Google, YouTube",38386,1155,437,263,54441,278.19,-0.26,Tamil,4.83,Tier 2 City Customers,25-02-2025
NY-CMP-40313,Paid Ads,Tier 2 City Customers,26,"YouTube, Instagram, Facebook",85367,10075,2741,1992,1318704,76.97,7.6,English,17.35,Youth,08-10-2024
NY-CMP-40314,SEO,Tier 2 City Customers,5,"Instagram, WhatsApp, Facebook",23788,1470,592,206,134106,746.71,-0.13,Hindi,9.53,College Students,07-08-2024
NY-CMP-40315,SEO,Working Women,26,"YouTube, WhatsApp",11162,602,229,171,80712,1083.08,-0.56,English,8.98,Premium Shoppers,04-11-2024
NY-CMP-40316,Social Media,Youth,14,WhatsApp,23941,2489,815,254,71374,578.74,-0.51,Hindi,14.86,Premium Shoppers,17-03-2025
NY-CMP-40317,SEO,Tier 2 City Customers,7,"YouTube, Email",51457,2608,1085,863,532471,164.95,2.74,English,8.85,College Students,18-03-2025
NY-CMP-40318,Email,Working Women,19,"Instagram, YouTube, Email",79651,3721,1663,679,391104,148.06,2.89,Hindi,7.61,Premium Shoppers,01-11-2024
NY-CMP-40319,Influencer,Premium Shoppers,8,"Email, Google, Instagram",96938,13075,2775,1080,722520,212.51,2.15,Bengali,17.46,College Students,13-12-2024
NY-CMP-40320,Paid Ads,Tier 2 City Customers,26,"WhatsApp, Email",60064,2565,1244,836,597740,152.01,3.7,Tamil,7.73,Tier 2 City Customers,02-07-2024
NY-CMP-40321,Social Media,Working Women,12,"Instagram, YouTube",36893,953,518,201,66531,256.52,0.29,Bengali,4.53,Youth,26-12-2024
NY-CMP-40322,SEO,Tier 2 City Customers,14,YouTube,55830,3242,907,671,442860,446.74,0.48,Bengali,8.63,Working Women,18-01-2025
NY-CMP-40323,Email,College Students,13,"Instagram, Facebook",92404,7669,2239,1429,615899,141.86,2.04,Hindi,12.27,College Students,10-07-2024
NY-CMP-40324,Paid Ads,College Students,26,"Email, Facebook, Instagram",58971,7807,4602,2524,1362960,68.09,6.93,Tamil,25.32,Tier 2 City Customers,12-12-2024
